,時間,縣市,一般及機車竊盜,汽車竊盜,贓物,賭博,重傷害,一般傷害,詐欺背信,妨害自由,故意殺人,過失致死,駕駛過失,妨害家庭及婚姻,妨害風化,強制性交,共同強制性交,對幼性交,性交猥褻,重大恐嚇取財,一般恐嚇取財,擄人勒贖,侵占,偽造文書印文,第一級毒品,第二級毒品,第三級毒品,第四級毒品,毀棄損壞,妨害公務,妨害電腦使用,強盜,搶奪,內亂,重利,竊佔,偽造有價證券,妨害秩序,違反藥事法,違反國家總動員法,違反森林法,違反著作權法,違反專利法,違反商標法,公共危險,侵害墳墓屍體,妨害名譽,違反就業服務法,違反選罷法,妨害秘密,遺棄,違反貪污治罪條例,瀆職,懲治走私條例,妨害兵役,偽造貨幣,偽造度量衡,偽證,誣告,湮滅證據,藏匿頂替,脫逃,違反槍砲彈藥刀械管制條例,其他_x,其他_y
111,97年 7月,澎湖縣,22,0,1,0,0,7,5,1,0,1,2,0,0,1,0,0,0,0,0,0,1,0,4,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
112,97年 8月,澎湖縣,17,0,1,1,0,7,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
113,97年 9月,澎湖縣,29,0,0,4,0,12,4,2,0,0,2,1,1,0,0,0,0,0,0,0,2,2,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114,97年 10月,澎湖縣,20,0,0,0,0,11,3,1,1,0,2,0,0,1,0,0,0,0,0,0,2,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
115,97年 11月,澎湖縣,14,0,0,2,0,5,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
116,97年 12月,澎湖縣,15,0,0,4,0,6,8,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,98年,澎湖縣,101,0,0,36,0,79,73,19,7,1,30,0,3,3,0,1,8,0,4,0,13,26,27,16,2,0,15,5,0,1,2,0,8,9,0,0,0,0,0,2,0,8,189,0,13,0,26,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,60
118,98年 1月,澎湖縣,16,0,0,6,0,3,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,98年 2月,澎湖縣,10,0,0,6,0,10,4,3,1,0,4,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,2,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
120,98年 3月,澎湖縣,12,0,0,11,0,9,8,2,1,0,4,0,0,2,0,0,0,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
121,98年 4月,澎湖縣,12,0,0,1,0,8,9,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
122,98年 5月,澎湖縣,15,0,0,0,0,10,6,3,1,1,3,0,0,0,0,0,1,0,1,0,1,0,2,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,29,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
123,98年 6月,澎湖縣,6,0,0,0,0,4,6,1,2,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,19,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
124,98年 7月,澎湖縣,7,0,0,2,0,11,10,2,1,0,2,0,0,0,0,0,0,0,0,0,1,15,2,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
125,98年 8月,澎湖縣,6,0,0,2,0,5,2,1,0,0,4,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,3,0,0,1,1,0,1,2,0,0,0,0,0,0,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
126,98年 9月,澎湖縣,1,0,0,2,0,1,4,2,0,0,2,0,0,0,0,0,0,0,0,0,2,1,2,4,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
127,98年 10月,澎湖縣,10,0,0,3,0,8,8,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
128,98年 11月,澎湖縣,3,0,0,1,0,6,7,2,0,0,1,0,0,0,0,0,3,0,1,0,2,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3
129,98年 12月,澎湖縣,3,0,0,2,0,4,5,0,0,0,1,0,0,0,0,0,2,0,0,0,1,8,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
130,99年,澎湖縣,158,0,3,59,0,85,73,14,2,1,24,1,2,0,0,0,9,0,6,0,20,46,12,48,8,0,19,4,2,0,0,0,14,15,0,0,4,0,0,10,0,3,256,0,4,0,36,2,0,0,1,1,0,1,0,0,3,1,0,0,2,0,50
131,99年 1月,澎湖縣,4,0,0,2,0,5,5,1,0,0,2,0,1,0,0,0,0,0,0,0,1,9,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
132,99年 2月,澎湖縣,24,0,1,20,0,2,10,0,0,0,2,0,1,0,0,0,0,0,2,0,1,12,2,8,2,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
133,99年 3月,澎湖縣,17,0,0,5,0,7,4,1,0,0,3,0,0,0,0,0,0,0,0,0,1,9,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,5,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
134,99年 4月,澎湖縣,5,0,0,0,0,5,5,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,5,3,0,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
135,99年 5月,澎湖縣,10,0,0,3,0,10,9,0,0,0,3,0,0,0,0,0,1,0,2,0,2,0,0,3,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,20,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
136,99年 6月,澎湖縣,7,0,0,6,0,6,4,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4,0,0,3,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,24,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
137,99年 7月,澎湖縣,12,0,0,8,0,7,10,2,0,1,3,0,0,0,0,0,2,0,0,0,5,4,4,5,1,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,25,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
138,99年 8月,澎湖縣,17,0,0,5,0,11,10,3,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,1,1,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
139,99年 9月,澎湖縣,22,0,0,0,0,10,10,3,0,0,1,1,0,0,0,0,0,0,0,0,3,5,2,5,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,99年 10月,澎湖縣,21,0,0,2,0,6,4,0,1,0,3,0,0,0,0,0,2,0,0,0,3,3,1,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
141,99年 11月,澎湖縣,8,0,2,5,0,7,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
142,99年 12月,澎湖縣,11,0,0,3,0,9,1,0,1,0,3,0,0,0,0,0,2,0,0,0,1,1,1,3,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
143,100年,澎湖縣,150,1,3,64,0,78,48,9,3,1,28,2,2,3,0,1,7,0,1,0,12,3,39,97,8,0,22,3,4,0,1,0,8,19,0,0,1,0,0,4,0,4,265,0,10,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,0,31
144,100年 1月,澎湖縣,13,0,0,10,0,7,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,20,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
145,100年 2月,澎湖縣,16,0,1,7,0,4,5,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146,100年 3月,澎湖縣,10,0,0,7,0,11,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,3,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
147,100年 4月,澎湖縣,13,0,0,4,0,5,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,16,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
148,100年 5月,澎湖縣,10,0,0,3,0,4,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
149,100年 6月,澎湖縣,14,0,0,4,0,6,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
150,100年 7月,澎湖縣,15,0,0,2,0,9,5,0,0,0,3,1,0,1,0,0,2,0,0,0,1,0,3,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
151,100年 8月,澎湖縣,18,0,0,4,0,5,3,2,1,0,1,0,0,2,0,0,0,0,0,0,1,1,6,7,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,33,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
152,100年 9月,澎湖縣,9,0,1,9,0,3,2,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,9,2,3,0,2,1,0,0,1,0,0,4,0,0,0,0,0,0,0,1,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
153,100年 10月,澎湖縣,11,1,1,7,0,6,2,1,1,0,4,0,1,0,0,0,1,0,1,0,3,1,7,3,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,100年 11月,澎湖縣,17,0,0,3,0,9,2,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,1,5,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
155,100年 12月,澎湖縣,4,0,0,4,0,9,3,2,0,1,5,1,0,0,0,0,1,0,0,0,2,1,5,9,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
156,101年,澎湖縣,149,0,1,39,2,79,53,15,3,1,35,0,1,9,0,0,5,0,1,0,11,3,15,38,20,0,22,5,5,3,0,0,9,31,0,0,3,0,0,0,0,9,206,0,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25
157,101年 1月,澎湖縣,13,0,0,10,0,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,2,0,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
158,101年 2月,澎湖縣,17,0,1,3,0,5,6,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,2,0,0,2,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
159,101年 3月,澎湖縣,8,0,0,3,0,5,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2,3,0,0,2,0,1,0,0,0,2,4,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
160,101年 4月,澎湖縣,17,0,0,4,1,6,7,1,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
161,101年 5月,澎湖縣,10,0,0,4,0,15,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
162,101年 6月,澎湖縣,5,0,0,2,0,4,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
163,101年 7月,澎湖縣,16,0,0,2,0,9,3,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
164,101年 8月,澎湖縣,10,0,0,1,1,5,6,1,0,1,3,0,0,1,0,0,1,0,0,0,1,0,1,4,1,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,101年 9月,澎湖縣,11,0,0,2,0,9,0,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
166,101年 10月,澎湖縣,21,0,0,7,0,7,7,3,0,0,5,0,0,1,0,0,1,0,0,0,0,1,0,0,3,0,2,1,1,0,0,0,0,4,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
167,101年 11月,澎湖縣,14,0,0,1,0,6,6,1,0,0,5,0,0,5,0,0,0,0,0,0,1,1,1,7,7,0,2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,3,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
168,101年 12月,澎湖縣,7,0,0,0,0,4,3,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,4,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
169,102年,澎湖縣,105,1,5,42,0,108,26,16,1,0,52,0,0,3,0,1,4,0,2,0,5,3,6,33,16,1,14,5,0,0,0,0,2,16,0,0,2,0,0,0,0,6,225,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,52
170,102年 1月,澎湖縣,12,0,0,1,0,7,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
171,102年 2月,澎湖縣,19,0,2,15,0,6,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
172,102年 3月,澎湖縣,10,0,0,1,0,6,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
173,102年 4月,澎湖縣,10,0,0,3,0,10,1,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
174,102年 5月,澎湖縣,9,0,1,2,0,11,6,1,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
175,102年 6月,澎湖縣,7,0,0,1,0,9,1,0,1,0,2,0,0,0,0,0,1,0,1,0,2,1,0,3,3,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
176,102年 7月,澎湖縣,11,1,0,0,0,10,2,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
177,102年 8月,澎湖縣,6,0,0,7,0,13,1,2,0,0,6,0,0,1,0,0,0,0,0,0,1,0,2,4,2,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
178,102年 9月,澎湖縣,5,0,2,1,0,10,5,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
179,102年 10月,澎湖縣,7,0,0,7,0,12,4,3,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
180,102年 11月,澎湖縣,6,0,0,2,0,10,1,0,0,0,6,0,0,0,0,0,2,0,0,0,1,0,1,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
181,102年 12月,澎湖縣,3,0,0,2,0,4,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
182,103年,澎湖縣,146,3,2,42,0,78,65,16,0,0,38,2,3,3,0,0,5,0,0,0,5,3,4,54,16,0,13,2,1,0,0,0,6,18,1,0,0,0,0,1,0,24,277,0,16,0,36,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,107
183,103年 1月,澎湖縣,22,0,0,8,0,5,9,1,0,0,2,0,0,0,0,0,1,0,0,0,2,0,3,3,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
184,103年 2月,澎湖縣,14,0,0,8,0,6,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
185,103年 3月,澎湖縣,14,0,0,4,0,7,11,1,0,0,3,1,1,0,0,0,1,0,0,0,1,1,0,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
186,103年 4月,澎湖縣,6,0,0,4,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
187,103年 5月,澎湖縣,13,0,2,1,0,8,3,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
188,103年 6月,澎湖縣,7,0,0,2,0,5,4,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,103年 7月,澎湖縣,18,1,0,7,0,3,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,6,2,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,3,24,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5
190,103年 8月,澎湖縣,13,1,0,2,0,13,7,1,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,16,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,29,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
191,103年 9月,澎湖縣,19,0,0,3,0,8,8,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
192,103年 10月,澎湖縣,8,0,0,1,0,10,2,2,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,30,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
193,103年 11月,澎湖縣,10,1,0,1,0,5,8,2,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,20,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
194,103年 12月,澎湖縣,2,0,0,1,0,4,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
195,104年,澎湖縣,125,2,0,30,0,84,112,19,2,0,36,3,0,4,0,2,8,0,2,0,4,5,3,56,31,0,15,11,2,0,0,0,1,8,1,1,2,0,0,1,0,12,281,0,7,0,4,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,61
196,104年 1月,澎湖縣,5,0,0,0,0,9,6,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
197,104年 2月,澎湖縣,33,0,0,18,0,1,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
198,104年 3月,澎湖縣,9,1,0,0,0,7,2,3,0,0,3,1,0,1,0,0,3,0,0,0,1,0,0,0,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
199,104年 4月,澎湖縣,8,0,0,4,0,11,1,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,1,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
200,104年 5月,澎湖縣,7,0,0,0,0,6,13,1,0,0,8,0,0,0,0,0,1,0,0,0,0,1,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,104年 6月,澎湖縣,1,0,0,0,0,5,21,2,0,0,3,1,0,1,0,1,1,0,0,0,1,1,0,4,4,0,4,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
202,104年 7月,澎湖縣,21,1,0,0,0,7,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,1,0,0,0,0,0,1,0,0,2,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
203,104年 8月,澎湖縣,12,0,0,0,0,3,11,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
204,104年 9月,澎湖縣,8,0,0,1,0,10,3,1,1,0,3,0,0,0,0,0,2,0,0,0,0,1,0,1,5,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
205,104年 10月,澎湖縣,10,0,0,3,0,10,12,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,5,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
206,104年 11月,澎湖縣,7,0,0,2,0,7,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
